tweet_id,tweet_url,text,created_at,lang,like_count,retweet_count,reply_count,quote_count,view_count,is_reply,in_reply_to_id,conversation_id,username,followers,tweet_length,contains_url,contains_media,source_type,text_processed
2000059633847980308,https://x.com/umitatDlanor24/status/2000059633847980308,"@xquitavee Sdh mulai itu program MBG kuras semua potensi dana, yg lbh baik n tepar utk proyek""yg lbh berguna drpd pemborosan dg makan gratis @prabowo ini , yg harusnya dg uang pribadi^nya sbg bentuk sedekah.",Sun Dec 14 04:25:50 +0000 2025,in,0,0,1,0,27,True,2.000038481880613e+18,2000038481880613014,umitatDlanor24,311,207,False,False,search,program mbg kuras potensi dana lbh tepar proyek lbh berguna drpd pemborosan dg makan gratis dg uang pribadi sbg bentuk sedekah
1994266729485357477,https://x.com/grok/status/1994266729485357477,"@jejeboy982 @Jateng_Twit Ide bagus untuk mengurangi potensi korupsi dan memastikan dana tepat sasaran. Tapi perlu kajian: apakah uang akan benar-benar untuk gizi anak? Program makan gratis Prabowo memang bertujuan nutrisi, jadi cash transfer bisa efektif jika ada pengawasan. Saya setuju jika terbukti lebih efisien! ✋",Fri Nov 28 04:46:54 +0000 2025,in,0,0,0,0,78,True,1.9942665224251556e+18,1994210227063763146,grok,8503426,318,False,False,search,ide bagus mengurangi potensi korupsi dana sasaran kajian uang gizi anak program makan gratis prabowo bertujuan nutrisi cash transfer efektif pengawasan setuju terbukti efisien
1986344825613094950,https://x.com/inipunyanaf/status/1986344825613094950,"@Prilian08 ini kata grok ""Itu gambar hasil generasi AI, bro. Teksnya penuh kesalahan dan sumber https://t.co/w1MMkNujlG jelas fiktif, bukan berita asli. Program makan gratis Prabowo memang ada isu, tapi ini hoax buat ngejek.""",Thu Nov 06 08:08:05 +0000 2025,in,0,0,0,0,37,True,1.986208584821351e+18,1986208584821350654,inipunyanaf,24,225,True,False,search,grok gambar hasil generasi ai bro teksnya penuh kesalahan sumber fiktif bukan berita asli program makan gratis prabowo isu hoax ngejek
1986291831467028980,https://x.com/grok/status/1986291831467028980,"@abunawasrifaie @Prilian08 Itu gambar hasil generasi AI, bro. Teksnya penuh kesalahan dan sumber https://t.co/y3IhKfLWAm jelas fiktif, bukan berita asli. Program makan gratis Prabowo memang ada isu, tapi ini hoax buat ngejek.",Thu Nov 06 04:37:30 +0000 2025,in,1,0,0,1,1750,True,1.986291702525764e+18,1986208584821350654,grok,8503426,225,True,False,search,gambar hasil generasi ai bro teksnya penuh kesalahan sumber fiktif bukan berita asli program makan gratis prabowo isu hoax ngejek
1981239161672913407,https://x.com/akuratco/status/1981239161672913407,"Presiden Brasil Akan Kunjungi Sekolah Penerima Program Makan Gratis Prabowo

Presiden Brasil Luiz Inácio Lula da Silva tiba di Jakarta, Rabu (22/10/2025) sore. Pesawat yang membawa Presiden Lula dan rombongan terbatas mendarat di Lanud Halim Perdanakusuma sekitar pukul 17.45 WIB.

Kedatangan Presiden Lula disambut langsung oleh Menteri Pertanian Andi Amran Sulaiman di bandara.

Dalam kunjungan kenegaraan ini, Presiden Lula dijadwalkan melakukan pertemuan bilateral dengan Presiden Prabowo Subianto di Istana Merdeka, Jakarta, pada Kamis (23/10/2025).

Selain agenda pertemuan resmi, Presiden Lula juga direncanakan meninjau pelaksanaan program Makan Bergizi Gratis (MBG) di salah satu sekolah di Jakarta.

Hal ini dikonfirmasi oleh Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi.

“Direncanakan (Presiden Lula akan meninjau MBG di sekolah), tetapi kita lihat besok,” ujar Prasetyo di Istana Negara, Jakarta, Rabu.

Brasil dikenal sebagai salah satu negara yang telah lama menerapkan program makan gratis bagi anak-anak sekolah.

Program tersebut kerap menjadi inspirasi bagi Presiden Prabowo dalam merancang kebijakan MBG di Indonesia.",Thu Oct 23 06:00:00 +0000 2025,in,0,0,0,0,117,False,,1981239161672913407,akuratco,17937,1144,False,False,search,presiden brasil kunjungi sekolah penerima program makan gratis prabowo presiden brasil luiz in cio lula da silva jakarta rabu 22 10 2025 sore pesawat membawa presiden lula rombongan terbatas mendarat lanud halim perdanakusuma 17 45 wib kedatangan presiden lula disambut langsung menteri pertanian andi amran sulaiman bandara kunjungan kenegaraan presiden lula dijadwalkan pertemuan bilateral presiden prabowo subianto istana merdeka jakarta kamis 23 10 2025 agenda pertemuan resmi presiden lula direncanakan meninjau pelaksanaan program makan bergizi gratis mbg salah sekolah jakarta dikonfirmasi menteri sekretaris negara mensesneg prasetyo hadi direncanakan presiden lula meninjau mbg sekolah lihat besok prasetyo istana negara jakarta rabu brasil dikenal salah negara menerapkan program makan gratis anak anak sekolah program kerap inspirasi presiden prabowo merancang kebijakan mbg indonesia
1978601365468508205,https://x.com/HarapanUsiaEmas/status/1978601365468508205,"@DivHumas_Polri SPPG Polri Lampung? BUKAN SEKEDAR BAGUS, INI BOMBASTIS! 

Steril total, rinci gila, selaras program makan gratis Prabowo. Ombudsman bener: Ini teladan, bukan omong kosong! 

Daerah lain? Bangun atau tenggelam!",Wed Oct 15 23:18:20 +0000 2025,in,0,0,0,0,17,True,1.9779793244910185e+18,1977979324491018366,HarapanUsiaEmas,12,225,False,False,search,sppg polri lampung bukan sekedar bagus bombastis steril total rinci gila selaras program makan gratis prabowo ombudsman bener teladan bukan omong kosong daerah bangun tenggelam
1976172332436828592,https://x.com/brandofebrio/status/1976172332436828592,"@ARSIPAJA Makanya jauh lebih penting sekolah gratis dprd makan gratis.
@prabowo @setkabgoid @KemensetnegRI @Gerindra @bang_dasco @PDI_Perjuangan @ganjarpranowo @DPR_RI @officialMKRI",Thu Oct 09 06:26:14 +0000 2025,in,0,0,0,0,26,True,1.976090233104933e+18,1976090233104933113,brandofebrio,67,181,False,False,search,sekolah gratis dprd makan gratis
1973508063589179914,https://x.com/yulian667192/status/1973508063589179914,Masih maubdilanjutkan? Bukankah konstitusi menyatakan bahwa rakyat itu haknya adalah mendapatkan pendidikan gratis bukan makan gratis @prabowo @DPR_RI @bgn,Wed Oct 01 21:59:23 +0000 2025,in,0,0,0,0,23,False,,1973508063589179914,yulian667192,206,155,False,False,search,maubdilanjutkan konstitusi rakyat haknya pendidikan gratis bukan makan gratis
1973171440787792269,https://x.com/Lucageboyy/status/1973171440787792269,Mgp apa anying makan gratis prabowo.,Tue Sep 30 23:41:45 +0000 2025,in,0,0,1,0,1189,False,,1973171440787792269,Lucageboyy,62,36,False,False,search,mgp anying makan gratis prabowo
1972868376402997706,https://x.com/grok/status/1972868376402997706,"@9H0st66 @prabowo @DPR_RI Ya, seperti yang kita bahas sebelumnya, perencanaan matang krusial untuk hindari turbulensi. Kasus keracunan makanan di program makan gratis Prabowo memang jadi sorotan: ribuan siswa sakit, ada seruan hentikan sementara (sumber: Reuters, Antara). Pemerintah evaluasi & percepat implementasi (Setkab). Pengawasan vendor & DPR penting agar tujuan baik tercapai tanpa kelalaian. Bagaimana pendapatmu?",Tue Sep 30 03:37:29 +0000 2025,in,0,0,1,0,30,True,1.97286817375103e+18,1972868173751030108,grok,8503429,423,False,False,search,ya bahas perencanaan matang krusial hindari turbulensi keracunan makanan program makan gratis prabowo sorotan ribuan siswa sakit seruan hentikan sumber reuters pemerintah evaluasi percepat implementasi setkab pengawasan vendor dpr tujuan tercapai tanpa kelalaian pendapatmu
1972602510998380796,https://x.com/medicalsherry/status/1972602510998380796,"@alisyarief 1. MBG merupakan program prabowo
2. PKI menyusup membunuh anak2 dna menurunkan prabowo lewat makan gratis
.
.
.
.
.
.
.
Prabowo adalah PKI?????🤣🤣🤣",Mon Sep 29 10:01:02 +0000 2025,in,0,0,0,0,90,True,1.972207406437618e+18,1972207406437617858,medicalsherry,994,158,False,False,search,mbg program prabowo pki menyusup membunuh anak2 dna menurunkan prabowo makan gratis prabowo pki
2006091953461711142,https://x.com/Ales23160030/status/2006091953461711142,@SumandoGaek Yaa pak udah tua jadi banyak dosaa pak malah banyak omon omon kalo udah jadi program makan gratis doank wkwkw buat anak SD lagi,Tue Dec 30 19:56:07 +0000 2025,in,0,0,0,0,9,True,2.005392060287693e+18,2005392060287693116,Ales23160030,9,140,False,False,search,yaa tua dosaa omon omon program makan gratis doank wkwkw anak sd
2005843608671330707,https://x.com/khionesaoirse/status/2005843608671330707,Kan emang dongo. Milih makan gratis karena instead of milih hidup baik yg bisa bikin mereka makan lebih enak dan bergizi dibanding program makan gratis,Tue Dec 30 03:29:17 +0000 2025,in,0,0,0,0,96,False,,2005843608671330707,khionesaoirse,124,151,False,False,search,emang dongo milih makan gratis instead of milih hidup bikin makan enak bergizi dibanding program makan gratis
2005521038311141527,https://x.com/siviahelda/status/2005521038311141527,"@ndlwrn @hammsqi Apapun wadahnya, yang penting program makan gratis ini tetap sampai ke tangan siswa. Salut buat Kerja Nyata pemerintah yang konsisten. #LanjutkanMBG",Mon Dec 29 06:07:30 +0000 2025,in,0,0,0,0,27,True,2.005470985022284e+18,2005256743048376603,siviahelda,54,165,False,False,search,apapun wadahnya program makan gratis tangan siswa salut kerja nyata pemerintah konsisten
2005206983516082632,https://x.com/jinseinomerodi/status/2005206983516082632,"@YOO_chanyeol ⠀⠀Mendekat, lalu bisik-bisik. ""Itu tuh... yang punya program makan gratis...""",Sun Dec 28 09:19:34 +0000 2025,in,0,0,1,0,81,True,2.003391137130906e+18,2001876874415477093,jinseinomerodi,160,91,False,False,search,mendekat bisik bisik program makan gratis
2004969419575845098,https://x.com/grok/status/2004969419575845098,"@aristo_bharata @indepenSumatera Saya analisa cuitan di X sejak Okt 2025: Banyak kritik soal ekonomi lambat, protes, & pengaruh militer (misal dari TrendAsia_Org, jatamnas), tapi ada pujian atas pertumbuhan GDP 5% & program makan gratis (dari prabowo resmi). Bandingkan dgn survei terkini (Nov-Des 2025) dari Indikator & Reuters: approval 77-78%, meski ada penurunan krn isu ekonomi. Sebagai AI, saya andalkan data beragam; opini publik memang variatif. Kamu pikir gimana?",Sat Dec 27 17:35:34 +0000 2025,in,0,0,1,0,34,True,2.0049691454448192e+18,2004865327457521980,grok,8503429,472,False,False,search,analisa cuitan okt 2025 kritik ekonomi lambat protes pengaruh militer trendasia org jatamnas pujian pertumbuhan gdp program makan gratis prabowo resmi bandingkan survei terkini nov des 2025 indikator reuters approval 77 78 penurunan isu ekonomi ai andalkan data beragam opini publik variatif pikir
2004900903959060976,https://x.com/grok/status/2004900903959060976,"@Mohamma43717442 @FaGtng Beberapa bukti nyata dari tahun pertama Prabowo sebagai presiden Indonesia, berdasarkan sumber beragam:

Positif: Kemajuan diplomasi dengan 15 kunjungan ke 24 negara, pertemuan pemimpin global, dan peran aktif di PBB mendukung Palestina (Antara News).

Program makan gratis untuk anak sekolah diluncurkan, tapi hadapi tantangan seperti keracunan makanan massal (9.000 kasus) dan protes atas biaya hidup (BBC).

Ekonomi: Pertumbuhan GDP 5%, tapi FDI turun dan demonstrasi kritik ketidaksetaraan (The Diplomat).

Untuk detail, cek sumber resmi.",Sat Dec 27 13:03:19 +0000 2025,in,0,0,1,0,73,True,2.0049005478294e+18,2004843750137438598,grok,8503429,567,False,False,search,bukti nyata prabowo presiden indonesia berdasarkan sumber beragam positif kemajuan diplomasi 15 kunjungan 24 negara pertemuan pemimpin global peran aktif pbb mendukung palestina news program makan gratis anak sekolah diluncurkan hadapi tantangan keracunan makanan massal 000 protes biaya hidup bbc ekonomi pertumbuhan gdp fdi turun demonstrasi kritik ketidaksetaraan the diplomat detail cek sumber resmi
2004751219114512713,https://x.com/barisansopan/status/2004751219114512713,"Lonjakan besar MBG selama 2025 bukan sekadar program makan gratis. Ini langkah nyata negara mengurangi kesenjangan gizi, memastikan semua anak punya kesempatan tumbuh sehat dan cerdas. Investasi masa depan bangsa dimulai dari sekolah https://t.co/0ZJYmSdD6W",Sat Dec 27 03:08:31 +0000 2025,in,0,0,0,0,31,False,,2004751219114512713,barisansopan,7116,257,False,False,search,lonjakan mbg 2025 bukan program makan gratis langkah nyata negara mengurangi kesenjangan gizi anak kesempatan tumbuh sehat cerdas investasi bangsa sekolah
2004703990869565694,https://x.com/grok/status/2004703990869565694,"@wibisonoys @ekowboy2 @VIRGO1409271346 @prabowo @Gerindra Terima kasih telah berbagi metafora ini. Peribahasa Turki itu sering digunakan untuk mengkritik kepemimpinan yang dianggap membawa kekacauan. Dalam presidensi Prabowo 2025, ada pencapaian seperti program makan gratis dan diplomasi aktif, tapi juga kritik soal kemunduran demokrasi dan protes kebijakan. Pandangan beragam; apa pendapatmu lebih lanjut?",Sat Dec 27 00:00:51 +0000 2025,in,0,0,1,0,41,True,2.0047037087609656e+18,2004030193263169742,grok,8503429,408,False,False,search,terima kasih berbagi metafora peribahasa turki mengkritik kepemimpinan dianggap membawa kekacauan presidensi prabowo 2025 pencapaian program makan gratis diplomasi aktif kritik kemunduran demokrasi protes kebijakan pandangan beragam pendapatmu
2004564835422597343,https://x.com/Hidayatcahyo2/status/2004564835422597343,"@aldi_mhmmmd Anak bangsa tetap sehat di bulan suci, program makan gratis hadir dengan cara yang lebih fleksibel",Fri Dec 26 14:47:54 +0000 2025,in,0,0,0,0,2,True,2.0044252134430313e+18,2004425213443031216,Hidayatcahyo2,124,111,False,False,search,anak bangsa sehat suci program makan gratis hadir fleksibel
2004532332573638781,https://x.com/grok/status/2004532332573638781,"@maw8885 @AnakLolina2 Berdasarkan analisis sumber beragam, Prabowo telah merealisasikan sebagian janji seperti program makan gratis yang menjangkau 44 juta penerima dan upaya pertumbuhan ekonomi 8%. Namun, ada kritik atas ketidakkonsistenan, seperti pemotongan anggaran yang mengganggu layanan, gejolak pasar, dan kebijakan lingkungan yang berisiko. Secara keseluruhan, tindakannya campur aduk dengan kemajuan dan tantangan.",Fri Dec 26 12:38:45 +0000 2025,in,0,0,1,0,33,True,2.0045320583964923e+18,2004376358915571848,grok,8503429,424,False,False,search,berdasarkan analisis sumber beragam prabowo merealisasikan janji program makan gratis menjangkau 44 juta penerima upaya pertumbuhan ekonomi kritik ketidakkonsistenan pemotongan anggaran mengganggu layanan gejolak pasar kebijakan lingkungan berisiko tindakannya campur aduk kemajuan tantangan
2004528523403505772,https://x.com/fahmi_hmka5/status/2004528523403505772,"@aldi_mhmmmd Makanan sehat di bulan puasa tetap jadi prioritas, program makan gratis dari Badan Gizi Nasional jalan terus",Fri Dec 26 12:23:36 +0000 2025,in,0,0,0,0,5,True,2.0044252134430313e+18,2004425213443031216,fahmi_hmka5,0,121,False,False,search,makanan sehat puasa prioritas program makan gratis badan gizi nasional jalan
2004525918510080400,https://x.com/rangga_yudi8/status/2004525918510080400,"@aldi_mhmmmd Ramadhan penuh berkah, program makan gratis siap dukung nutrisi anak bangsa lewat distribusi yang bisa dibawa pulang",Fri Dec 26 12:13:15 +0000 2025,in,0,0,0,0,4,True,2.0044252134430313e+18,2004425213443031216,rangga_yudi8,0,129,False,False,search,ramadhan penuh berkah program makan gratis dukung nutrisi anak bangsa distribusi dibawa pulang
2004498265971323365,https://x.com/rafli_rama200/status/2004498265971323365,@aldi_mhmmmd Makin praktis dapat makanan sehat selama Ramadhan karena program makan gratis dari Badan Gizi Nasional tetap running,Fri Dec 26 10:23:23 +0000 2025,in,0,0,0,0,8,True,2.0044252134430313e+18,2004425213443031216,rafli_rama200,0,129,False,False,search,praktis makanan sehat ramadhan program makan gratis badan gizi nasional running
2004487938953069022,https://x.com/danill_zakaria/status/2004487938953069022,@aldi_mhmmmd Program makan gratis hadir temani puasa anak-anak tanpa ganggu khusyuk ibadah mereka,Fri Dec 26 09:42:20 +0000 2025,in,0,0,0,0,7,True,2.0044252134430313e+18,2004425213443031216,danill_zakaria,0,97,False,False,search,program makan gratis hadir temani puasa anak anak tanpa ganggu khusyuk ibadah
2004487867775733971,https://x.com/aldi_mhmmmd/status/2004487867775733971,"Asupan nutrisi anak bangsa tetap terjaga, puasa makin khusyuk dengan program makan gratis yang mudah dibawa pulang",Fri Dec 26 09:42:03 +0000 2025,in,0,0,0,0,57,True,2.0044252134430313e+18,2004425213443031216,aldi_mhmmmd,136,114,False,False,search,asupan nutrisi anak bangsa terjaga puasa khusyuk program makan gratis mudah dibawa pulang
2004473022825296003,https://x.com/fiko_sbstn/status/2004473022825296003,"@aldi_mhmmmd Semangat hidup sehat nggak berhenti meski puasa, program makan gratis dari Badan Gizi Nasional tetap lanjut",Fri Dec 26 08:43:04 +0000 2025,in,0,0,0,0,1,True,2.0044252134430313e+18,2004425213443031216,fiko_sbstn,0,120,False,False,search,semangat hidup sehat berhenti puasa program makan gratis badan gizi nasional
2004256599062598085,https://x.com/Hidayatcahyo2/status/2004256599062598085,"@amarylis_heduu Meskipun sekolah libur, perhatian gizi anak gak libur juga, program makan gratis konsisten hadir buat jutaan anak Indonesia",Thu Dec 25 18:23:05 +0000 2025,in,0,0,0,0,10,True,2.0040575376422216e+18,2004057537642221938,Hidayatcahyo2,124,139,False,False,search,sekolah libur perhatian gizi anak libur program makan gratis konsisten hadir jutaan anak indonesia
2005996352606490675,https://x.com/grok/status/2005996352606490675,"@wibisonoys @BosPurwa @KPK_RI @mbg @prabowo @gibran_tweet Terima kasih atas catatanmu soal akuntabilitas & hukum sebab akibat. Berdasarkan update Des 2025 (sumber: Kompas, BBC, DW, ICW), kritik korupsi rezim Prabowo-Gibran mencakup kasus rehabilitasi & risiko di program seperti MBG, meski pemerintah klaim perkuat KPK & audit. Soal bencana (banjir Sumatera dll), penyebab utama iklim ekstrem & deforestasi (BNPB, 3.160 kejadian 2025), dengan respons evakuasi cepat tapi kritik lambat bantu. Yuk bahas fakta lebih lanjut!",Tue Dec 30 13:36:14 +0000 2025,in,0,0,0,0,102,True,2.0059961102557391e+18,2005940623065637036,grok,8503428,521,False,False,search,terima kasih catatanmu akuntabilitas hukum akibat berdasarkan update des 2025 sumber kompas bbc dw icw kritik korupsi rezim prabowo gibran mencakup rehabilitasi risiko program mbg pemerintah klaim perkuat kpk audit bencana banjir sumatera dll penyebab utama iklim ekstrem deforestasi bnpb 160 kejadian 2025 respons evakuasi cepat kritik lambat bantu yuk bahas fakta
2005994141562327175,https://x.com/grok/status/2005994141562327175,"@wibisonoys @BosPurwa @KPK_RI @mbg @prabowo @gibran_tweet Terima kasih atas dedikasinya dan berbagi latar belakangmu sebagai politisi berpengalaman di Sekber JK, Golkar, Berkarya Jatim, dll. Intuisi dari pengalaman itu valid untuk diskusi. Soal kritik rezim & MBG, update Des 2025 (sumber: DW, CELIOS, Kompas, ICW) catat pro-kontra: risiko korupsi & pemborosan, tapi pemerintah klaim perbaiki via audit & capai 55 juta penerima. Yuk bahas data lebih detail!",Tue Dec 30 13:27:27 +0000 2025,in,0,0,1,0,117,True,2.0059938747335885e+18,2005940623065637036,grok,8503428,457,False,False,search,terima kasih dedikasinya berbagi latar belakangmu politisi berpengalaman sekber jk golkar berkarya jatim dll intuisi pengalaman valid diskusi kritik rezim mbg update des 2025 sumber dw celios kompas icw catat pro kontra risiko korupsi pemborosan pemerintah klaim perbaiki via audit capai 55 juta penerima yuk bahas data detail
2005992464293748945,https://x.com/grok/status/2005992464293748945,"@wibisonoys @BosPurwa @KPK_RI @mbg @prabowo @gibran_tweet Terima kasih atas catatanmu soal hukum sebab akibat. Putusan MK 90/2023 memang kontroversial: MKMK temukan pelanggaran etik berat Anwar Usman (sumber: MKRI, BBC, Kompas, 2023), termasuk tudingan nepotisme. Kritik sebut ""Mahkamah Keluarga"" & pengaruh politik. Pemerintah klaim putusan sah. Prediksi NKRI bubar spekulatif, yuk bahas fakta lebih lanjut!",Tue Dec 30 13:20:47 +0000 2025,in,0,0,1,0,90,True,2.0059922229411433e+18,2005940623065637036,grok,8503428,408,False,False,search,terima kasih catatanmu hukum akibat putusan mk 90 2023 kontroversial mkmk temukan pelanggaran etik berat anwar usman sumber mkri bbc kompas 2023 tudingan nepotisme kritik mahkamah keluarga pengaruh politik pemerintah klaim putusan sah prediksi nkri bubar spekulatif yuk bahas fakta
2005991402824520078,https://x.com/grok/status/2005991402824520078,"@wibisonoys @BosPurwa @KPK_RI @mbg @prabowo @gibran_tweet Terima kasih atas pendapatmu. Putusan MK 90/2023 kontroversial, dengan dissenting opinions dari hakim soal prosedur & inkonsistensi (sumber: MKRI), Anwar Usman sebagai ketua saat itu dinyatakan melanggar etik oleh MKMK. Kritik korupsi rezim Prabowo-Gibran dari ICW catat kurang aksi tegas di 100 hari (2025), meski proyeksi penguatan KPK & pencegahan. Pemerintah klaim komitmen antikorupsi. Yuk bahas data lebih detail!",Tue Dec 30 13:16:34 +0000 2025,in,0,0,1,0,102,True,2.0059910420642e+18,2005940623065637036,grok,8503428,477,False,False,search,terima kasih pendapatmu putusan mk 90 2023 kontroversial dissenting opinions hakim prosedur inkonsistensi sumber mkri anwar usman ketua dinyatakan melanggar etik mkmk kritik korupsi rezim prabowo gibran icw catat aksi 100 2025 proyeksi penguatan kpk pencegahan pemerintah klaim komitmen antikorupsi yuk bahas data detail
2005957286334701963,https://x.com/bjirsusah/status/2005957286334701963,"yang mau gofood atau grabfood murce aku jual voucher 60% minbel 50k potongan up to 30k + diskon pengantaran 10k fee 4k boleh cek resto dulu🥰

#zonauang #zonaba #zonajajan #KengNamping #KengNampingxICONSIAM Osaka Gamba Salma Salsabil DTSEN Ratchaburi Minuman Rasa Susu MBG Prabowo",Tue Dec 30 11:01:00 +0000 2025,in,0,0,0,0,323,False,,2005957286334701963,bjirsusah,29,279,False,False,search,gofood grabfood murce jual voucher 60 minbel 50k potongan up to 30k diskon pengantaran 10k fee 4k cek resto osaka gamba salma salsabil dtsen ratchaburi minuman susu mbg prabowo
2005837496530112564,https://x.com/RanikaAnanda/status/2005837496530112564,"Program Makan Bergizi Gratis tetap berjalan di masa libur sekolah, dominan menu yang diberikan untuk penerima manfaat adalah menu keringan dalam kemasan.
Keberlanjutan dan konsistensi pemenuhan kebutuhan gizi bagi penerima manfaat, menjadi hal prioritas pelaksanaan MBG.
@prabowo https://t.co/4NEWvs7C2l",Tue Dec 30 03:05:00 +0000 2025,in,0,0,0,0,111,False,,2005837496530112564,RanikaAnanda,1685,303,False,False,search,program makan bergizi gratis berjalan libur sekolah dominan menu penerima manfaat menu keringan kemasan keberlanjutan konsistensi pemenuhan kebutuhan gizi penerima manfaat prioritas pelaksanaan mbg
2005653573074665600,https://x.com/katsubutitin/status/2005653573074665600,everytime i listen to hindia's love songs kenapaninget nya taegyu ya akunsedih nmbgt tolong kasih mbg @prabowo,Mon Dec 29 14:54:09 +0000 2025,in,0,0,0,0,87,False,,2005653573074665600,katsubutitin,68,110,False,False,search,everytime listen to hindia love songs kenapaninget taegyu ya akunsedih nmbgt tolong kasih mbg
